Article,Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference,link
2,3071,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CO,357.8969972,438.0009636,2.23,0.78,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3072,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)O,355.5049948,440.5092287,2.43,0.69,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3075,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCO,355.4039166,423.998304,2.89,0.61,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3076,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCO,359.1954023,429.000429,2.41,0.48,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3079,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,OC1CCCCC1,357.1045959,440.0052801,2.23,0.29,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3080,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCO,359.5053207,434.4992396,2.23,0.5,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3083,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,OCCO,357.8969972,443.0071324,2.95,0.03,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3085,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(O)CO,355.7959155,438.0009636,0.54,0.09,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3086,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,NC=O,355.7959155,447.0072862,1.7,0.01,,,4960,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3089,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)=O,348.5049139,439.5024832,2.96,0.62,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3090,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC#N,346.4043231,451.9978304,2.26,0.34,,,5240,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3093,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,ClC(Cl)Cl,347.1981112,420.0092402,2.26,0.76,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3094,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,ClCCl,345.6022119,415.5067104,3.1,0.69,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3096,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCC,338.9026333,382.0001528,1.14,1,,,3610,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3099,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCC(C)CC,339.3051031,382.9803531,1.03,1,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3100,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCCCC1,341.2037669,382.0001528,1.23,0.99,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3103,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCC,338.9026333,383.494401,1.02,1,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3105,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CC(C)(C)C,338.9026333,383.9950849,1.01,1,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3106,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCC,340.2981011,384.4970778,1.06,0.98,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3109,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCCC,339.99728,385.000385,1.09,1,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3111,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,COCCOC,351.9020305,440.0052801,0.9,0.08,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3112,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1COCCO1,347.3548925,410.5090312,1.83,1,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3115,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCOC1,350.9018177,419.0061175,2.68,0.62,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3116,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1CCCO1,348.1045706,425.0074376,2.75,0.55,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3119,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOCC,346.4043231,409.5004095,2.27,0.67,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3121,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)OC(C)C,350.0052501,426.0032376,2.48,0.69,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3122,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1COC(=O)O1,353.8946102,457.4983988,1.98,0.31,,,4420,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3125,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,c1ccccc1,346.8970063,398.5016339,1.42,0.95,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3126,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1,346.5964231,401.493556,1.364,0.85,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3129,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1C,346.4043231,401.493556,1.35,0.92,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3130,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOC(C)=O,346.5964231,411.9973632,2.46,0.71,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3132,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CN(C)C=O,354.195445,447.5073839,2.45,0.62,,,4580,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
2,3134,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CS(C)=O,357.8969972,459.495474,1.92,0.41,,,,,,487.55426,10.1039/c1pp05123g,https://doi.org/10.1039/c1pp05123g
,,,,,,,,,,,,,,,https://doi.org/
3,16858,C(=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2ccc(C=Cc3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,Cc1ccccc1,370,420,0.87,0.89,,4502.9,2769.2,62.1,49,688.2878492,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16860,C(=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2ccc(C=Cc3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,389,438,1.3,0.98,,,3342.3,,64.5,688.2878492,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16861,c1ccc2c(c1)c1ccccc1n2-c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(-n7c8ccccc8c8ccccc87)cc6o5)cc4)cc3)oc2c1,Cc1ccccc1,369,419,0.97,0.96,,4539.6,2745.2,62.2,48.4,716.2463783,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16863,c1ccc2c(c1)c1ccccc1n2-c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(-n7c8ccccc8c8ccccc87)cc6o5)cc4)cc3)oc2c1,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,380,441,1.5,1,,,3506,,68.6,716.2463783,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16866,c1ccc2c(c1)c1ccccc1n2-c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(-n7c8ccccc8c8ccccc87)cc6o5)cc4)cc3)oc2c1,c1ccc2c(c1)c1ccccc1n2-c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(-n7c8ccccc8c8ccccc87)cc6o5)cc4)cc3)oc2c1,370,484,2.2,0.89,,,3205.3,,75.5,716.2463783,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16867,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc3ccc(-c4ccc5cc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)oc5c4)cc3o2)cc1,Cc1ccccc1,365,407,0.93,0.96,,4791.5,2530.2,64.3,42,716.2463783,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16869,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc3ccc(-c4ccc5cc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)oc5c4)cc3o2)cc1,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,376,419,1.3,1,,,2942.4,,51.9,716.2463783,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16872,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc3ccc(-c4ccc5cc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)oc5c4)cc3o2)cc1,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc3ccc(-c4ccc5cc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)oc5c4)cc3o2)cc1,367,427,1.8,0.87,,6236.7,3133.1,85.1,57.4,716.2463783,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16874,c1ccc2c(c1)c1ccccc1n2-c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(-n7c8ccccc8c8ccccc87)cc6o5)cc4)cc3)oc2c1,CN(C)C=O,368,426,1.4,0.96,,4569.1,3966.7,62.3,72.5,716.2463783,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16875,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc3ccc(-c4ccc5cc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)oc5c4)cc3o2)cc1,CN(C)C=O,365,409,1.04,1,,4569.1,3167.9,61.3,53.2,716.2463783,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16878,C(=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2ccc(C=Cc3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,CN(C)C=O,373,430,1.1,0.96,,4504.2,3966.7,63.1,73.9,688.2878492,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16879,c1ccc2c(c1)c1ccccc1n2-c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(-n7c8ccccc8c8ccccc87)cc6o5)cc4)cc3)oc2c1,ClC(Cl)Cl,368,423,1.1,0.96,,4633.2,3504.8,63.2,63.1,716.2463783,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16882,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc3ccc(-c4ccc5cc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)oc5c4)cc3o2)cc1,ClC(Cl)Cl,365,407,0.99,0.96,,4740.3,2717.8,63.6,45.2,716.2463783,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
3,16884,C(=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2ccc(C=Cc3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,ClC(Cl)Cl,369,423,0.95,0.88,,4518.3,3137,62,56.4,688.2878492,10.1021/acsmaterialslett.9b00536,https://doi.org/10.1021/acsmaterialslett.9b00536
,,,,,,,,,,,,,,,https://doi.org/
4,6971,O=S(=O)(c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,C1CCCCC1,,372.9,,,,,2796.8,,39,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6972,O=S(=O)(c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,Cc1ccccc1,341,399,2.55,1,4.47,3491.5,3006.2,40.7,48,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6973,O=S(=O)(c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,ClC(Cl)Cl,,425.6,,,,,3303,,60.1,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6974,O=S(=O)(c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,C1CCOC1,,432,,,,,3519.4,,66.1,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6975,O=S(=O)(c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,ClCCl,,446.3,,,,,3485,,69.8,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6976,O=S(=O)(c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,CN(C)C=O,,467.2,,,,,4075.7,,89.8,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6977,O=S(=O)(c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1)c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,C1CCCCC1,,365.1,,,,,2760,,36.9,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6978,O=S(=O)(c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1)c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,Cc1ccccc1,332,381,1.51,1,4.73,,2842,,41.4,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6979,O=S(=O)(c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1)c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,ClC(Cl)Cl,,402.5,,,,,2983.9,,48.5,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6980,O=S(=O)(c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1)c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,C1CCOC1,,403.3,,,,,3162.6,,51.6,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6981,O=S(=O)(c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1)c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,ClCCl,,415.9,,,,,3350.2,,58.2,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6982,O=S(=O)(c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1)c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,CN(C)C=O,,431.8,,,,,3516.8,,66,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6983,O=S(=O)(c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,O=S(=O)(c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,346,428,,0.98,,4885.5,2943.2,58.9,54.1,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
4,6984,O=S(=O)(c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1)c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,O=S(=O)(c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1)c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,347,416,,0.79,,,2865.4,,49.8,700.2184493,10.1021/cm400945h,https://doi.org/10.1021/cm400945h
,,,,,,,,,,,,,,,https://doi.org/
5,3157,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CO,339.7,466,5.34,0.36,,,4749.3,,104.4,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3158,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCO,340.5,445,5.3,0.63,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3159,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCO,341.8,430,4.52,0.69,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3160,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)(C)O,341.8,421,4.03,0.81,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3161,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)O,340.5,431,4.49,0.59,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3162,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCO,340.8,409,3.36,0.77,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3163,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCO,342.6,424,4.11,0.73,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3164,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCO,342.5,422,4,0.65,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3165,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,OCCO,343.2,470,6.174,0.52,,,4656.4,,104.1,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3166,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(O)CO,342.3,455,5.74,0.55,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3167,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)=O,340.7,433,4.28,0.44,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3168,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC#N,340,447,5.02,0.46,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3169,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCCCC1,340,362,1.367,0.94,,3723.9,2440.8,43.2,32,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3170,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CC(C)(C)C,339.9,361,1.3,0.55,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3171,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,C1COCCO1,341.4,400,2.49,0.62,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3172,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCOC1,341.8,429,3.32,0.53,,,4298.5,,79.8,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3173,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1CCCO1,341.4,404,2.78,0.52,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3174,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOCC,339.6,402.3,2.8,0.56,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3175,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1,342.6,391,1.84,0.69,,,3533.2,,54.3,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3176,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOC(C)=O,340,409,3.08,0.54,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3177,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CN(C)C=O,342.1,438,4.97,0.58,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3178,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,CS(C)=O,343.6,446,5.45,0.47,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3179,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CO,334.2,392.9,1.72,0.99,,,3633.3,,56.4,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3180,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCO,334.7,390,1.66,1,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3181,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCCCO,327.4,385.5,1.54,1,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3182,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CO,335.8,385,1.55,1,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3183,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)O,327,384.5,1.57,1,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
5,3184,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCO,327.3,381,1.54,1,,,,,,561.2263711,10.1039/c2pp25114k,https://doi.org/10.1039/c2pp25114k
